"parameter, value"
Algorithm,READ_MODE_LOGGING
Kommentar,Rådata loggning utan optimering

Iteration,Tilt(%),Speed,Power,Efficiency
86,18.57,1.82,-680.8815646027207,-0.0026730052546832133
87,18.57,1.85,-875.5116070730179,-0.0021130502269237302
88,18.57,1.99,-1073.2560150605736,-0.0018541708334965036
89,18.57,2.0,-1169.3342959877593,-0.0017103748747149857
90,18.57,2.08,-1296.3111878605516,-0.001604552995822599
91,18.57,2.16,-1379.38746399208,-0.001565912447651766
92,18.57,2.31,-1436.1267217110142,-0.0016084931538965068
93,18.57,2.24,-1482.366776781651,-0.0015110970072219493
94,18.57,2.3000000000000003,-1558.1482747715443,-0.00147611112320952
95,18.57,2.32,-1529.0759763552242,-0.00151725619647106
96,18.57,2.29,-1526.571079812762,-0.0015000939230951989
97,18.57,2.2800000000000002,-1525.8087199954907,-0.0014942895332297867
98,18.57,2.35,-1521.8880123638107,-0.0015441346412538976
99,18.57,2.27,-1492.514121052746,-0.0015209236334721267
100,18.57,2.38,-1463.8774568177241,-0.0016258191482597217
101,18.57,2.35,-1492.620935202968,-0.0015744117910824057
102,18.57,2.2800000000000002,-1464.9246543689205,-0.0015563940392430684
103,18.57,2.15,-1465.9718519201172,-0.0014666038759093148
104,18.57,2.44,-1437.4734177618532,-0.00169742269307427
105,18.57,2.42,-1488.9892540954183,-0.0016252635761768365
106,18.57,2.32,-1429.8791411205752,-0.0016225147519683726
107,18.57,2.46,-1429.4686396805062,-0.0017209191805353792
108,18.57,2.41,-1424.2347463196256,-0.0016921367816841268
109,18.57,2.38,-1447.6458947741767,-0.0016440484572860716
110,18.57,2.34,-1388.9358112638906,-0.0016847430824543784
111,18.57,2.2800000000000002,-1389.8405899481245,-0.0016404759052871672
112,18.57,2.27,-1324.8975866131161,-0.00171333997656595
113,18.57,2.41,-1330.1000640474608,-0.0018118937553212584
114,18.57,2.37,-1330.0037218727505,-0.0017819499006084378
115,18.57,2.41,-1332.7013027646333,-0.0018083572027734615
116,18.57,2.38,-1362.0668164952885,-0.0017473445290473622
117,18.57,2.33,-1420.0271065589177,-0.001640813748722146
118,18.57,2.29,-1415.511590718158,-0.001617789649350855
119,18.57,2.22,-1358.3262268424141,-0.001634364378843399
120,18.57,2.25,-1383.708201088317,-0.0016260653786906265
121,18.57,2.24,-1378.9832457373182,-0.001624385217822071
122,18.57,2.32,-1408.943567677053,-0.001646623791913128
123,18.57,2.35,-1407.3015619167766,-0.0016698624257897128
124,18.57,2.2600000000000002,-1432.0426512613474,-0.001578165285796052
125,18.57,2.32,-1433.9276068535012,-0.0016179338405310619
126,18.57,2.2800000000000002,-1398.6810316753263,-0.0016301071855310992
127,18.57,2.34,-1333.717084389294,-0.0017544950330088036
128,18.57,2.38,-1299.9449633632037,-0.001830846741267022
129,18.57,2.35,-1221.5852650022648,-0.0019237298183976074
130,18.57,2.2,-1138.3498148429544,-0.0019326220914820547
131,18.57,2.16,-1053.9833913283517,-0.002049368156814804
132,18.57,2.24,-948.1221908778876,-0.002362564679480747
133,18.57,2.14,-870.6295720893394,-0.002457991399102631
134,18.57,2.08,-857.5814906014299,-0.002425425481771157
135,18.57,2.05,-824.4628208472861,-0.002486467489089745
136,18.57,2.17,-824.3204019803234,-0.002632471542360052
137,18.57,2.14,-847.685473742622,-0.002524521259697505
138,18.57,2.14,-847.8320813997893,-0.0025240847178922663
139,18.57,2.11,-847.8320813997893,-0.0024887003526881685
140,18.57,2.09,-847.5388660854544,-0.002465963607843882
141,18.57,2.11,-847.7587775712058,-0.0024889155451094987
142,18.57,2.06,-847.8320813997893,-0.00242972641068134
143,18.57,2.05,-847.7587775712058,-0.002418140695485532
144,18.57,2.12,-847.6121699140381,-0.0025011438901532093
145,18.57,2.08,-846.5859163138655,-0.00245692724142703
146,18.57,2.21,-846.439308656698,-0.002610937343525878
147,18.57,2.05,-846.439308656698,-0.0024219102055330543
148,18.57,2.11,-846.3660048281141,-0.00249301128349137
149,18.57,2.1,-846.5126124852816,-0.002480766345388047
150,18.57,1.93,-847.5388660854544,-0.002277181704851049
151,18.57,1.94,-847.685473742622,-0.002288584693370635
152,18.57,1.94,-847.6121699140381,-0.0022887826164609553
153,18.57,1.8800000000000001,-847.6121699140381,-0.0022179955252302043
154,18.57,1.9100000000000001,-849.4447656286322,-0.0022485275997745457
155,18.57,2.07,-849.6646771143835,-0.0024362552142688787
156,18.57,1.97,-849.518069457216,-0.0023189618571135225
157,18.57,1.85,-849.5913732857997,-0.0021775174020954497
158,18.57,1.84,-849.6646771143835,-0.0021655601904612258
159,18.57,1.99,-847.8320813997893,-0.0023471628918717803
160,18.57,2.05,-847.8320813997893,-0.0024179316222799744
161,18.57,2.17,-847.8320813997893,-0.002559469083096363
162,18.57,2.04,-847.7587775712058,-0.002406344887214871
163,18.57,1.99,-847.685473742622,-0.0023475688349523524
164,18.57,1.92,-847.6121699140381,-0.0022651869193840383
165,18.57,1.92,-847.6121699140381,-0.0022651869193840383
166,18.57,1.84,-847.5388660854544,-0.0021709918844175806
167,18.57,1.87,-847.5388660854544,-0.0022063884912287366
168,18.57,1.9000000000000001,-871.905058706697,-0.0021791363417690036
169,18.57,1.8900000000000001,-871.905058706697,-0.0021676672031281144
170,18.57,1.92,-895.2722248640977,-0.002144599091400893
171,18.57,1.8800000000000001,-895.2722248640977,-0.002099919943663375
172,18.57,1.85,-895.1172396265206,-0.002066768371897178
173,18.57,1.86,-870.8494835750906,-0.002135845556644483
174,18.57,1.83,-870.9248817987768,-0.0021012145114287974
175,18.57,1.8800000000000001,-847.025739285368,-0.00221953113442119
176,18.57,1.84,-848.8583349999622,-0.002167617285633512
177,18.57,1.77,-849.0782464857133,-0.002084613529231175
178,18.57,1.81,-849.2248541428809,-0.002131355425091539
179,18.57,1.79,-849.1515503142972,-0.0021079864946810327
180,18.57,1.81,-849.7379809429672,-0.0021300683747140685
181,18.57,1.83,-824.8900774481743,-0.0022184774069063454
182,18.57,1.85,-824.9612868816557,-0.002242529473101676
183,18.57,1.94,-824.818868014693,-0.0023520315492654826
184,18.57,1.85,-826.3142661178018,-0.0022388576306345154
185,18.57,1.84,-826.171847250839,-0.002227139554709792
186,18.57,1.94,-849.2248541428809,-0.002284436201479329
187,18.57,1.83,-849.0782464857133,-0.002155278394628842
188,18.57,1.83,-849.1515503142972,-0.002155092338137592
189,18.57,1.74,-847.685473742622,-0.0020526481270437655
190,18.57,1.81,-872.960633838303,-0.002073403919763996
191,18.57,1.85,-872.960633838303,-0.002119225000863753
192,18.57,1.8900000000000001,-872.960633838303,-0.00216504608196351
193,18.57,1.79,-872.8852356146168,-0.0020506704970666887
194,18.57,1.81,-872.8852356146168,-0.002073583016586987
195,18.57,1.82,-847.6121699140381,-0.002147208433999453
196,18.57,1.81,-847.685473742622,-0.0021352259252581697
197,18.57,1.78,-847.7587775712058,-0.0020996538721776816
198,18.57,1.76,-847.685473742622,-0.0020762417836764522
199,18.57,1.8,-847.5388660854544,-0.002123796408669372
200,18.57,1.76,-847.4655622568705,-0.0020767805541418998
201,18.57,1.86,-847.3922584282868,-0.0021949693090775485
202,18.57,1.78,-847.1723469425356,-0.0021011072970264677
203,18.57,1.85,-871.7542622593245,-0.0021221576768725597
204,18.57,1.78,-958.4496531277883,-0.0018571658867955955
205,18.57,1.8,-990.5651076278858,-0.0018171445633800634
206,18.57,1.8900000000000001,-1023.1434234456118,-0.0018472483492442335
207,18.57,1.84,-1029.1543373894801,-0.0017878756695203608
208,18.57,1.84,-1009.5822151576158,-0.0018225360672708955
209,18.57,1.79,-927.0441985674024,-0.0019308680241634185
210,18.57,1.77,-926.5792428546713,-0.001910252159919812
211,18.57,1.81,-902.139746404845,-0.0020063410432952402
212,18.57,1.86,-903.8739055496266,-0.0020578091574277426
213,18.57,1.81,-930.1439033189444,-0.0019459354553005707
214,18.57,1.9000000000000001,-953.0544913440235,-0.0019935901013598584
215,18.57,1.76,-929.0590066559048,-0.0018943899013852954
216,18.57,1.82,-951.8606861356594,-0.0019120445108294064
217,18.57,1.8,-975.0309791534353,-0.0018460951892655135
218,18.57,1.83,-925.0293904789003,-0.001978315520388584
219,18.57,1.85,-901.3857641679834,-0.002052395404433336
220,18.57,1.9000000000000001,-901.3857641679834,-0.002107865550499102
221,18.57,1.78,-902.5167375232758,-0.0019722625919212874
222,18.57,1.84,-879.2794238622232,-0.002092622606722473
223,18.57,1.86,-905.1556753522913,-0.0020548951419611643
224,18.57,1.83,-905.2310735759772,-0.002021583276821093
225,18.57,1.98,-903.1953215364513,-0.0021922168469958032
226,18.57,1.8900000000000001,-926.7342280922484,-0.002039419655288557
227,18.57,1.95,-924.4869421473804,-0.0021092780342257486
228,18.57,1.9100000000000001,-923.4020454843406,-0.0020684381297836215
229,18.57,1.78,-950.0301848161677,-0.0018736246789299992
230,18.57,1.8900000000000001,-950.2689458578405,-0.0019889106218175232
231,18.57,1.87,-874.5879788328624,-0.0021381496719123845
232,18.57,1.85,-875.980751575954,-0.00211191855148839
233,18.57,1.9100000000000001,-875.7608400902027,-0.002180960728734196
234,18.57,1.85,-849.9557980336161,-0.00217658377562692
235,18.57,1.97,-875.4676247758676,-0.002250225986945375
236,18.57,1.98,-900.9333748258666,-0.002197720780832097
237,18.57,1.9100000000000001,-924.4094495285918,-0.0020661839847851146
238,18.57,1.87,-942.946940579874,-0.001983144458637329
239,18.57,1.8,-939.6838730103455,-0.001915537822558952
240,18.57,1.83,-914.102931229715,-0.002001962730322018
241,18.57,1.94,-939.1267639131088,-0.0020657488153319153
242,18.57,1.8900000000000001,-939.4451119686726,-0.002011825891604645
243,18.57,1.82,-917.0476507436798,-0.0019846296956587493
244,18.57,2.02,-919.6049071637019,-0.0021965954990716607
245,18.57,1.8900000000000001,-915.9627540806401,-0.0020634026783076017
246,18.57,1.83,-915.8077688430631,-0.0019982359423657576
247,18.57,1.82,-868.0639380889077,-0.0020966197536172668
248,18.57,1.85,-845.6832320247339,-0.002187580325520623
249,18.57,1.77,-843.5469490202928,-0.002098282735840255
250,18.57,1.83,-848.3179810635446,-0.002157209962360707
251,18.57,1.83,-822.1233815179129,-0.0022259432600265088
252,18.57,1.84,-843.8317867542185,-0.0021805293766871737
253,18.57,1.83,-894.1475346941127,-0.0020466421132906685
254,18.57,1.8900000000000001,-894.2983311414848,-0.002113388714018508
255,18.57,1.87,-892.6395702203895,-0.002094910490623112
256,18.57,1.99,-892.2625791019587,-0.002230285172334458
257,18.57,1.79,-918.2875326442966,-0.0019492805209339217
258,18.57,1.9100000000000001,-889.3974466018848,-0.002147521344138692
259,18.57,1.84,-890.9054110756077,-0.0020653146530769544
260,18.57,1.86,-891.433198641411,-0.0020865276308249833
261,18.57,1.9000000000000001,-891.6593933124694,-0.00213085850297791
262,18.57,1.86,-892.1871808782726,-0.0020847643183675973
263,18.57,1.87,-892.7903666677618,-0.0020945566504929503
264,18.57,1.84,-894.3737293651711,-0.00205730550840982
265,18.57,1.95,-893.6197471283094,-0.0021821362008465233
266,18.57,1.95,-919.1399514509706,-0.0021215485160031348
267,18.57,1.83,-916.50520241216,-0.0019967153434411536
268,18.57,1.87,-918.2100400255081,-0.0020365710659709744
269,18.57,1.85,-942.946940579874,-0.0019619343574754327
270,18.57,1.81,-943.4244626632197,-0.001918542577209096
271,18.57,1.86,-892.7903666677618,-0.0020833558127897793
272,18.57,1.87,-868.870280203329,-0.0021522200063770064
273,18.57,1.87,-872.1689524895983,-0.0021440799912242946
274,18.57,1.8900000000000001,-845.3983942908086,-0.0022356323512839073
275,18.57,1.94,-845.3983942908086,-0.002294776064280836
276,18.57,1.9000000000000001,-870.4096606035881,-0.0021828801838923062
277,18.57,1.9100000000000001,-870.1897491178368,-0.002194923580674538
278,18.57,1.71,-890.7546146282357,-0.0019197206188077776
279,18.57,1.86,-916.1177393182173,-0.0020303067173267795
280,18.57,1.81,-938.9675898853269,-0.0019276490685062404
281,18.57,1.87,-965.8009799371887,-0.0019362167142568196
282,19.96,1.95,-957.2244319928885,-0.0020371398125935913
283,19.96,2.04,-903.951398168415,-0.002256758498447422
284,19.96,2.0,-822.2553284093638,-0.002432334496231188
285,19.96,1.94,-768.5257164525688,-0.0025243137067095544
286,19.96,1.9000000000000001,-713.6441871894573,-0.002662391194528977
287,19.96,2.0,-693.4395576366703,-0.002884173505786507
288,19.96,1.9100000000000001,-715.7804701938985,-0.0026684159173588494
289,19.96,1.8800000000000001,-765.2417049320162,-0.0024567401226087368
290,19.96,1.93,-766.2470145811649,-0.0025187700092442764
291,19.96,2.02,-789.7775435565525,-0.0025576822441715284
292,19.96,1.97,-810.5769813184193,-0.002430367559655786
293,19.96,1.84,-811.5739133871583,-0.0022671995361711866
294,19.96,1.96,-812.9981020567858,-0.0024108297363074275
295,19.96,1.81,-838.1559760267329,-0.0021595025887428264
296,19.96,1.97,-839.988571741327,-0.0023452700028002977
297,19.96,1.9000000000000001,-841.161432998667,-0.0022587816386524834
298,19.96,1.94,-867.0041741670968,-0.0022375901498556173
299,19.96,1.96,-867.3811652855276,-0.0022596755364808967
300,19.96,1.9000000000000001,-842.3342942560073,-0.002255636524544186
301,19.96,1.92,-844.0202823134338,-0.002274826849820882
302,19.96,1.8900000000000001,-844.9732320850227,-0.0022367572465417755
303,19.96,2.02,-818.9084850357394,-0.0024666980949792474
304,19.96,2.05,-816.9146208982611,-0.00250944217125881
305,19.96,2.05,-817.1994586321864,-0.002508567496399536
306,19.96,2.04,-792.4730300533323,-0.002574220096629296
307,19.96,2.07,-794.1317909744279,-0.002606620240527125
308,19.96,2.13,-771.7427073298446,-0.0027599872078734565
309,19.96,2.15,-771.6086660432916,-0.0027863865384313517
310,19.96,2.21,-796.4125872409339,-0.002774943585028274
311,19.96,2.2,-821.2583963406246,-0.0026788158389646826
312,19.96,2.18,-820.759930306255,-0.0026560750829862805
313,19.96,2.16,-845.6329665422766,-0.002554299661272741
314,19.96,2.19,-847.685473742622,-0.002583505401279222
315,19.96,2.15,-847.3922584282868,-0.002537195706729424
316,19.96,2.25,-822.6825850102518,-0.0027349551831973708
317,19.96,2.25,-822.6825850102518,-0.0027349551831973708
318,19.96,2.29,-822.6113755767706,-0.002783817569255441
319,19.96,2.22,-798.7624985458192,-0.0027792992335539083
320,19.96,2.29,-799.2463038144722,-0.002865199362287666
321,19.96,2.22,-764.77256042908,-0.0029028238130751663
322,19.96,2.13,-635.8667306669837,-0.0033497585221446725
323,19.96,2.18,-515.6735845308431,-0.004227480455457791
324,19.96,2.04,-445.7919975443917,-0.004576125213635891
325,19.96,2.08,-362.2005002176744,-0.005742675669277007
326,19.96,1.86,-327.4167863571282,-0.005680832741334204
327,19.96,1.8900000000000001,-345.4076402866857,-0.0054717955816823115
328,19.96,1.92,-364.0896446000331,-0.005273426554356403
329,19.96,1.92,-363.37755026521944,-0.00528376064673958
330,19.96,1.9000000000000001,-345.2882597658494,-0.005502648718170866
331,19.96,1.79,-345.5270208075222,-0.005180492095282845
332,19.96,1.9000000000000001,-345.4076402866857,-0.005500746881056292
333,19.96,1.96,-345.2882597658494,-0.0056764165724288934
334,19.96,1.8800000000000001,-346.12392341170425,-0.005431580635828501
335,19.96,1.85,-363.9220929918416,-0.005083505606353702
336,19.96,1.94,-363.8802050897938,-0.005331424938383969
337,19.96,1.9100000000000001,-364.1734204041288,-0.00524475399077847
338,19.96,1.85,-364.34097201232026,-0.005077661152908825
339,19.96,1.83,-364.5085236205117,-0.005020458731179646
340,19.96,1.79,-368.61353802120243,-0.004856034343201579
341,19.96,1.92,-416.1186077336849,-0.004614069076259133
342,19.96,1.9000000000000001,-427.4073973355843,-0.0044454073837851505
343,19.96,1.8900000000000001,-458.9259492314993,-0.004118311468691028
344,19.96,1.87,-520.4571829447091,-0.0035929948923361485
345,19.96,1.9000000000000001,-580.1893312649631,-0.0032747930677344715
346,19.96,1.87,-590.4246401303585,-0.0031672119909953744
347,19.96,1.95,-644.1814792234846,-0.003027097274436681
